0,2.186724e-01,2.991720e-01,5.097922e-01,6.059837e-01,9.668990e-01,1.428944e+00,1.802557e+00,
0.0031,2.186724e-01,2.991523e-01,5.097918e-01,6.074071e-01,9.668990e-01,1.428420e+00,1.802468e+00,
0.0062,2.186724e-01,2.991327e-01,5.097914e-01,6.089062e-01,9.668990e-01,1.427908e+00,1.802377e+00,
0.0093,2.186724e-01,2.991132e-01,5.097910e-01,6.104809e-01,9.668990e-01,1.427409e+00,1.802285e+00,
0.0124,2.186724e-01,2.990937e-01,5.097906e-01,6.121308e-01,9.668990e-01,1.426922e+00,1.802192e+00,
0.0155,2.186724e-01,2.990742e-01,5.097902e-01,6.138557e-01,9.668990e-01,1.426448e+00,1.802097e+00,
0.0186,2.186724e-01,2.990548e-01,5.097898e-01,6.156554e-01,9.668990e-01,1.425987e+00,1.802000e+00,
0.0217,2.186724e-01,2.990354e-01,5.097894e-01,6.175296e-01,9.668990e-01,1.425539e+00,1.801902e+00,
0.0248,2.186724e-01,2.990161e-01,5.097890e-01,6.194779e-01,9.668990e-01,1.425104e+00,1.801802e+00,
0.0279,2.186724e-01,2.989969e-01,5.097886e-01,6.215001e-01,9.668990e-01,1.424683e+00,1.801701e+00,
0.031,2.186724e-01,2.989777e-01,5.097881e-01,6.235958e-01,9.668990e-01,1.424275e+00,1.801599e+00,
0.0341,2.186724e-01,2.989585e-01,5.097877e-01,6.257648e-01,9.668990e-01,1.423881e+00,1.801496e+00,
0.0372,2.186724e-01,2.989394e-01,5.097873e-01,6.280067e-01,9.668990e-01,1.423501e+00,1.801391e+00,
0.0403,2.186724e-01,2.989204e-01,5.097868e-01,6.303211e-01,9.668990e-01,1.423135e+00,1.801285e+00,
0.0434,2.186724e-01,2.989015e-01,5.097864e-01,6.327077e-01,9.668990e-01,1.422783e+00,1.801178e+00,
0.0465,2.186724e-01,2.988826e-01,5.097859e-01,6.351661e-01,9.668990e-01,1.422445e+00,1.801070e+00,
0.0496,2.186724e-01,2.988637e-01,5.097854e-01,6.376959e-01,9.668990e-01,1.422122e+00,1.800961e+00,
0.0527,2.186724e-01,2.988450e-01,5.097850e-01,6.402968e-01,9.668990e-01,1.421814e+00,1.800851e+00,
0.0558,2.186724e-01,2.988263e-01,5.097845e-01,6.429683e-01,9.668990e-01,1.421520e+00,1.800740e+00,
0.0589,2.186724e-01,2.988077e-01,5.097840e-01,6.457100e-01,9.668990e-01,1.421241e+00,1.800628e+00,
0.062,2.186724e-01,2.987891e-01,5.097835e-01,6.485215e-01,9.668990e-01,1.420977e+00,1.800515e+00,
0.0651,2.186724e-01,2.987706e-01,5.097831e-01,6.514023e-01,9.668990e-01,1.420727e+00,1.800402e+00,
0.0682,2.186724e-01,2.987522e-01,5.097826e-01,6.543520e-01,9.668990e-01,1.420493e+00,1.800288e+00,
0.0713,2.186724e-01,2.987339e-01,5.097821e-01,6.573702e-01,9.668990e-01,1.420274e+00,1.800173e+00,
0.0744,2.186724e-01,2.987156e-01,5.097816e-01,6.604563e-01,9.668990e-01,1.420071e+00,1.800058e+00,
0.0775,2.186724e-01,2.986974e-01,5.097811e-01,6.636099e-01,9.668990e-01,1.419882e+00,1.799942e+00,
0.0806,2.186724e-01,2.986793e-01,5.097805e-01,6.668305e-01,9.668990e-01,1.419709e+00,1.799825e+00,
0.0837,2.186724e-01,2.986613e-01,5.097800e-01,6.701176e-01,9.668990e-01,1.419552e+00,1.799709e+00,
0.0868,2.186724e-01,2.986434e-01,5.097795e-01,6.734707e-01,9.668990e-01,1.419410e+00,1.799591e+00,
0.0899,2.186724e-01,2.986255e-01,5.097790e-01,6.768892e-01,9.668990e-01,1.419283e+00,1.799474e+00,
0.093,2.186724e-01,2.986078e-01,5.097785e-01,6.803727e-01,9.668990e-01,1.419172e+00,1.799356e+00,
0.0961,2.186724e-01,2.985901e-01,5.097779e-01,6.839205e-01,9.668990e-01,1.419077e+00,1.799238e+00,
0.0992,2.186724e-01,2.985725e-01,5.097774e-01,6.875322e-01,9.668990e-01,1.418998e+00,1.799120e+00,
0.1023,2.186724e-01,2.985550e-01,5.097769e-01,6.912071e-01,9.668990e-01,1.418934e+00,1.799001e+00,
0.1054,2.186724e-01,2.985376e-01,5.097763e-01,6.949447e-01,9.668990e-01,1.418886e+00,1.798883e+00,
0.1085,2.186724e-01,2.985203e-01,5.097758e-01,6.987445e-01,9.668990e-01,1.418854e+00,1.798765e+00,
0.1116,2.186724e-01,2.985030e-01,5.097752e-01,7.026057e-01,9.668990e-01,1.418837e+00,1.798647e+00,
0.1147,2.186724e-01,2.984859e-01,5.097747e-01,7.065279e-01,9.668990e-01,1.418836e+00,1.798528e+00,
0.1178,2.186724e-01,2.984689e-01,5.097741e-01,7.105103e-01,9.668990e-01,1.418852e+00,1.798410e+00,
0.1209,2.186724e-01,2.984519e-01,5.097735e-01,7.145525e-01,9.668990e-01,1.418882e+00,1.798293e+00,
0.124,2.186724e-01,2.984351e-01,5.097730e-01,7.186537e-01,9.668990e-01,1.418929e+00,1.798175e+00,
0.1271,2.186724e-01,2.984183e-01,5.097724e-01,7.228133e-01,9.668990e-01,1.418991e+00,1.798058e+00,
0.1302,2.186724e-01,2.984017e-01,5.097718e-01,7.270307e-01,9.668990e-01,1.419069e+00,1.797941e+00,
0.1333,2.186724e-01,2.983852e-01,5.097712e-01,7.313052e-01,9.668990e-01,1.419163e+00,1.797825e+00,
0.1364,2.186724e-01,2.983687e-01,5.097707e-01,7.356362e-01,9.668990e-01,1.419273e+00,1.797709e+00,
0.1395,2.186724e-01,2.983524e-01,5.097701e-01,7.400229e-01,9.668990e-01,1.419398e+00,1.797594e+00,
0.1426,2.186724e-01,2.983362e-01,5.097695e-01,7.444647e-01,9.668990e-01,1.419538e+00,1.797480e+00,
0.1457,2.186724e-01,2.983201e-01,5.097689e-01,7.489609e-01,9.668990e-01,1.419694e+00,1.797366e+00,
0.1488,2.186724e-01,2.983041e-01,5.097683e-01,7.535108e-01,9.668990e-01,1.419866e+00,1.797253e+00,
0.1519,2.186724e-01,2.982882e-01,5.097677e-01,7.581137e-01,9.668990e-01,1.420053e+00,1.797140e+00,
0.155,2.186724e-01,2.982724e-01,5.097671e-01,7.627688e-01,9.668990e-01,1.420255e+00,1.797029e+00,
0.1581,2.186724e-01,2.982567e-01,5.097665e-01,7.674755e-01,9.668990e-01,1.420473e+00,1.796918e+00,
0.1612,2.186724e-01,2.982411e-01,5.097659e-01,7.722330e-01,9.668990e-01,1.420706e+00,1.796808e+00,
0.1643,2.186724e-01,2.982257e-01,5.097653e-01,7.770406e-01,9.668990e-01,1.420954e+00,1.796699e+00,
0.1674,2.186724e-01,2.982104e-01,5.097647e-01,7.818974e-01,9.668990e-01,1.421216e+00,1.796592e+00,
0.1705,2.186724e-01,2.981952e-01,5.097641e-01,7.868029e-01,9.668990e-01,1.421494e+00,1.796485e+00,
0.1736,2.186724e-01,2.981801e-01,5.097635e-01,7.917561e-01,9.668990e-01,1.421787e+00,1.796380e+00,
