0.000000e+00,4.994529e-01
3.100000e-02,4.985341e-01
6.200000e-02,4.975798e-01
9.300000e-02,4.965880e-01
1.240000e-01,4.955566e-01
1.550000e-01,4.944834e-01
1.860000e-01,4.933658e-01
2.170000e-01,4.922012e-01
2.480000e-01,4.909867e-01
2.790000e-01,4.897189e-01
3.100000e-01,4.883944e-01
3.410000e-01,4.870093e-01
3.720000e-01,4.855593e-01
4.030000e-01,4.840396e-01
4.340000e-01,4.824448e-01
4.650000e-01,4.807691e-01
4.960000e-01,4.790058e-01
5.270000e-01,4.771473e-01
5.580000e-01,4.751852e-01
5.890000e-01,4.731095e-01
6.200000e-01,4.709092e-01
6.510000e-01,4.685712e-01
6.820000e-01,4.660802e-01
7.130000e-01,4.634186e-01
7.440000e-01,4.605649e-01
7.750000e-01,4.574936e-01
8.060000e-01,4.541735e-01
8.370000e-01,4.505660e-01
8.680000e-01,4.466223e-01
8.990000e-01,4.422800e-01
9.300000e-01,4.374564e-01
9.610000e-01,1.431084e+00
9.920000e-01,1.424711e+00
1.023000e+00,1.418338e+00
1.054000e+00,1.411965e+00
1.085000e+00,1.405592e+00
1.116000e+00,1.399220e+00
1.147000e+00,1.392847e+00
1.178000e+00,1.386474e+00
1.209000e+00,1.380101e+00
1.240000e+00,1.373728e+00
1.271000e+00,1.367355e+00
1.302000e+00,1.360983e+00
1.333000e+00,1.354610e+00
1.364000e+00,1.348237e+00
1.395000e+00,1.341864e+00
1.426000e+00,1.335491e+00
1.457000e+00,1.329118e+00
1.488000e+00,1.322746e+00
1.519000e+00,1.316373e+00
1.550000e+00,1.310000e+00
1.581000e+00,3.063491e-01
1.612000e+00,3.026983e-01
1.643000e+00,2.990474e-01
1.674000e+00,2.953965e-01
1.705000e+00,2.917456e-01
1.736000e+00,2.880948e-01
1.767000e+00,2.844439e-01
1.798000e+00,2.807930e-01
1.829000e+00,2.771422e-01
1.860000e+00,2.734913e-01
1.891000e+00,2.698404e-01
1.922000e+00,2.661895e-01
1.953000e+00,2.625387e-01
