0,2.104560e-01,9.479437e-01,1.853940e+00,1.956190e+00,2.413305e+00,2.887562e+00,
0.0031,2.104560e-01,9.479420e-01,1.853895e+00,1.956044e+00,2.413274e+00,2.888667e+00,
0.0062,2.104561e-01,9.479403e-01,1.853852e+00,1.955890e+00,2.413239e+00,2.889816e+00,
0.0093,2.104561e-01,9.479386e-01,1.853808e+00,1.955729e+00,2.413201e+00,2.891010e+00,
0.0124,2.104561e-01,9.479369e-01,1.853766e+00,1.955561e+00,2.413160e+00,2.892246e+00,
0.0155,2.104562e-01,9.479351e-01,1.853725e+00,1.955385e+00,2.413116e+00,2.893524e+00,
0.0186,2.104562e-01,9.479333e-01,1.853684e+00,1.955203e+00,2.413069e+00,2.894842e+00,
0.0217,2.104562e-01,9.479314e-01,1.853645e+00,1.955013e+00,2.413019e+00,2.896201e+00,
0.0248,2.104563e-01,9.479295e-01,1.853606e+00,1.954816e+00,2.412967e+00,2.897599e+00,
0.0279,2.104563e-01,9.479276e-01,1.853568e+00,1.954613e+00,2.412911e+00,2.899034e+00,
0.031,2.104563e-01,9.479257e-01,1.853532e+00,1.954403e+00,2.412852e+00,2.900506e+00,
0.0341,2.104564e-01,9.479238e-01,1.853496e+00,1.954186e+00,2.412791e+00,2.902014e+00,
0.0372,2.104564e-01,9.479218e-01,1.853461e+00,1.953963e+00,2.412727e+00,2.903557e+00,
0.0403,2.104565e-01,9.479198e-01,1.853427e+00,1.953733e+00,2.412660e+00,2.905132e+00,
0.0434,2.104565e-01,9.479177e-01,1.853394e+00,1.953498e+00,2.412590e+00,2.906740e+00,
0.0465,2.104565e-01,9.479157e-01,1.853362e+00,1.953255e+00,2.412518e+00,2.908379e+00,
0.0496,2.104566e-01,9.479136e-01,1.853331e+00,1.953007e+00,2.412443e+00,2.910048e+00,
0.0527,2.104566e-01,9.479115e-01,1.853302e+00,1.952753e+00,2.412365e+00,2.911745e+00,
0.0558,2.104567e-01,9.479093e-01,1.853273e+00,1.952494e+00,2.412285e+00,2.913470e+00,
0.0589,2.104567e-01,9.479072e-01,1.853245e+00,1.952228e+00,2.412203e+00,2.915220e+00,
0.062,2.104567e-01,9.479050e-01,1.853219e+00,1.951957e+00,2.412118e+00,2.916995e+00,
0.0651,2.104568e-01,9.479028e-01,1.853194e+00,1.951681e+00,2.412030e+00,2.918793e+00,
0.0682,2.104568e-01,9.479006e-01,1.853169e+00,1.951399e+00,2.411941e+00,2.920613e+00,
0.0713,2.104569e-01,9.478983e-01,1.853146e+00,1.951112e+00,2.411849e+00,2.922454e+00,
0.0744,2.104569e-01,9.478961e-01,1.853124e+00,1.950821e+00,2.411755e+00,2.924314e+00,
0.0775,2.104569e-01,9.478938e-01,1.853104e+00,1.950524e+00,2.411658e+00,2.926192e+00,
0.0806,2.104570e-01,9.478915e-01,1.853084e+00,1.950223e+00,2.411560e+00,2.928086e+00,
0.0837,2.104570e-01,9.478891e-01,1.853065e+00,1.949917e+00,2.411459e+00,2.929995e+00,
0.0868,2.104571e-01,9.478868e-01,1.853048e+00,1.949607e+00,2.411357e+00,2.931917e+00,
0.0899,2.104571e-01,9.478844e-01,1.853032e+00,1.949293e+00,2.411253e+00,2.933852e+00,
0.093,2.104572e-01,9.478820e-01,1.853017e+00,1.948974e+00,2.411147e+00,2.935797e+00,
0.0961,2.104572e-01,9.478796e-01,1.853004e+00,1.948652e+00,2.411039e+00,2.937752e+00,
0.0992,2.104572e-01,9.478772e-01,1.852991e+00,1.948326e+00,2.410929e+00,2.939714e+00,
0.1023,2.104573e-01,9.478748e-01,1.852980e+00,1.947996e+00,2.410818e+00,2.941683e+00,
0.1054,2.104573e-01,9.478723e-01,1.852970e+00,1.947663e+00,2.410705e+00,2.943656e+00,
0.1085,2.104574e-01,9.478699e-01,1.852961e+00,1.947327e+00,2.410591e+00,2.945632e+00,
0.1116,2.104574e-01,9.478674e-01,1.852954e+00,1.946988e+00,2.410475e+00,2.947611e+00,
0.1147,2.104575e-01,9.478649e-01,1.852947e+00,1.946646e+00,2.410358e+00,2.949589e+00,
0.1178,2.104575e-01,9.478624e-01,1.852942e+00,1.946301e+00,2.410240e+00,2.951567e+00,
0.1209,2.104576e-01,9.478599e-01,1.852938e+00,1.945953e+00,2.410120e+00,2.953542e+00,
0.124,2.104576e-01,9.478574e-01,1.852936e+00,1.945603e+00,2.410000e+00,2.955512e+00,
0.1271,2.104576e-01,9.478548e-01,1.852934e+00,1.945251e+00,2.409878e+00,2.957478e+00,
0.1302,2.104577e-01,9.478523e-01,1.852934e+00,1.944897e+00,2.409755e+00,2.959436e+00,
0.1333,2.104577e-01,9.478497e-01,1.852936e+00,1.944541e+00,2.409632e+00,2.961385e+00,
0.1364,2.104578e-01,9.478472e-01,1.852938e+00,1.944183e+00,2.409507e+00,2.963324e+00,
0.1395,2.104578e-01,9.478446e-01,1.852942e+00,1.943824e+00,2.409382e+00,2.965252e+00,
0.1426,2.104579e-01,9.478420e-01,1.852947e+00,1.943464e+00,2.409256e+00,2.967167e+00,
0.1457,2.104579e-01,9.478394e-01,1.852953e+00,1.943102e+00,2.409130e+00,2.969068e+00,
0.1488,2.104580e-01,9.478368e-01,1.852960e+00,1.942740e+00,2.409003e+00,2.970953e+00,
0.1519,2.104580e-01,9.478343e-01,1.852969e+00,1.942376e+00,2.408875e+00,2.972821e+00,
0.155,2.104581e-01,9.478316e-01,1.852979e+00,1.942012e+00,2.408748e+00,2.974670e+00,
0.1581,2.104581e-01,9.478290e-01,1.852990e+00,1.941648e+00,2.408620e+00,2.976499e+00,
0.1612,2.104582e-01,9.478264e-01,1.853002e+00,1.941284e+00,2.408491e+00,2.978307e+00,
0.1643,2.104582e-01,9.478238e-01,1.853016e+00,1.940919e+00,2.408363e+00,2.980092e+00,
0.1674,2.104583e-01,9.478212e-01,1.853030e+00,1.940555e+00,2.408235e+00,2.981853e+00,
0.1705,2.104583e-01,9.478186e-01,1.853046e+00,1.940190e+00,2.408106e+00,2.983589e+00,
0.1736,2.104584e-01,9.478160e-01,1.853064e+00,1.939827e+00,2.407978e+00,2.985298e+00,
0.1767,2.104584e-01,9.478133e-01,1.853082e+00,1.939464e+00,2.407850e+00,2.986979e+00,
0.1798,2.104585e-01,9.478107e-01,1.853101e+00,1.939102e+00,2.407722e+00,2.988631e+00,
0.1829,2.104585e-01,9.478081e-01,1.853122e+00,1.938741e+00,2.407595e+00,2.990252e+00,
0.186,2.104586e-01,9.478055e-01,1.853144e+00,1.938381e+00,2.407468e+00,2.991842e+00,
0.1891,2.104586e-01,9.478029e-01,1.853167e+00,1.938022e+00,2.407341e+00,2.993399e+00,
0.1922,2.104587e-01,9.478003e-01,1.853191e+00,1.937666e+00,2.407215e+00,2.994921e+00,
